,user,eigen_centrality,page_centrality,engagement_comments,engagement_likes,authenticity,interaction
202,healthyandco.fr,0.03692051519899575,0.0,0.0007752902380141031,0.05962982962435351,0.5836317624027122,0.022234796781963995
203,lodoesmakeup,0.0,6.681807851227814e-06,0.0009289088484342112,0.016675972698771448,0.636018001241465,0.018658937309309363
204,copinesdevoyage,0.03692051519899575,0.0,0.00019947798531561424,0.02565950876516743,0.6982106193000048,0.022135217501561288
205,azzed,0.0,6.680879223274177e-06,0.0035488760366152424,0.07023832096906527,0.707032182590842,0.02022750016423307
206,yogamatata,0.03692051409965602,0.0,0.010022729808121375,0.19516843925444272,0.5274972544525618,0.03316548158473104
207,darty_officiel,0.036920510801636844,0.0,0.0009315493488267541,0.01149197046063196,0.6832579455591918,0.017855210119073962
208,healthylifemary,0.0,6.668025192984147e-06,0.0014072018854410925,130.99842004576732,0.7397429928854511,0.0731867498574538
209,soin_de_soi,0.0369181401121541,5.99973951149178e-06,0.00010600247567072214,0.6677405069700177,0.6275044167502268,0.008160412909579747
210,lafeestephanie,0.010967887559522467,6.657535542530452e-06,0.008333045986919993,0.2676839261976151,0.562950627894762,0.05129404863531956
211,louiseemoi,0.036918137913474654,0.0,0.003719596898813706,0.30466472364016634,0.7806844769135273,0.04150877856284284
212,le_petit_francais,0.0,6.654480660799485e-06,0.0008632822522988008,0.05497610477204276,0.5153847072089446,0.03914025296794904
213,for_me_lab,0.036918132416776016,0.0,0.004339489353113331,0.36008239903850076,0.6328665902688251,0.014345736012985024
214,mybetter_self,0.0,6.651015223011972e-06,0.00011176837196928345,3.955829423655394,0.39535456784060147,0.029614821541288153
215,bazar_bio,0.03691813021809655,5.995573979595742e-06,0.0007782037419312558,0.15408250117454228,0.6358687867067756,0.0132103888850229
216,seveiller_simplement,0.0,6.649471189820191e-06,0.01428509987281653,0.29643225741626644,0.7614477391013705,0.07616518034407889
217,patineparis,0.036918129118756804,6.3934944428732755e-06,0.00150775720707945,0.14977632621410353,0.24689036909707307,0.016397639054795434
218,chloeandyou,0.0,6.646726757891826e-06,0.017729982336467342,0.06087552098496948,0.6396648044692738,0.09571823382530033
219,vivezmieux,0.03691812362205817,0.0,0.00031070470137298093,0.08788972406144582,0.7385241233006596,0.027959388767215314
